Sukunimi;Lkm 2023; Lkm 2021;Yleisyysluokka
Jesiöjärvi;40;45;1
Jeskanen;660;670;2
Jestilä;20;23;1
Jestoi;53;54;1
Jestola;24;26;1
Jetsonen;202;200;2
Jetsu;140;141;2
Jeulonen;60;61;1
Jiang;30;30;1
Jibril;28;24;1
Jimale;26;25;1
Jimenez;20;0;1
Jin;27;26;1
Joas;64;64;1
Jobe;31;28;1
Joela;35;34;1
Joelsson;48;49;1
Joenkoski;21;21;1
Joenniemi;34;35;1
Joenperä;101;105;2
Joenpolvi;125;129;2
Joenranta;26;26;1
Joensivu;55;56;1
Joensuu;2055;2074;3
Joentakanen;165;162;2
Joentausta;51;48;1
Joenväärä;37;37;1
Joffel;25;29;1
Johannesson;25;24;1
Johans;59;55;1
Johansen;170;171;2
Johanson;90;88;1
Johansson;6795;6879;3
John;59;59;1
Johnsen;24;22;1
Johnson;306;302;2
Johnsson;248;252;2
Johnston;48;46;1
Johtela;59;58;1
Jokela;4707;4738;3
Jokelainen;1220;1229;3
Jokelin;38;38;1
Joki;665;669;2
Jokiaho;418;423;2
Joki-Erkkilä;63;59;1
Jokihaara;174;169;2
Jokihalme;23;23;1
Jokiharju;51;52;1
Joki-Hollanti;35;34;1
Joki-Huuki;29;29;1
Jokijärvi;43;45;1
Jokikokko;243;245;2
Joki-Korpela;39;39;1
Jokikunnas;25;24;1
Jokila;204;207;2
Jokilaakso;21;22;1
Jokilahti;100;98;2
Jokilehto;194;187;2
Jokiluhta;23;23;1
Jokimaa;38;37;1
Jokimies;250;247;2
Jokimäki;217;218;2
Jokinen;11635;11871;4
Jokineva;23;23;1
Jokiniemi;665;682;2
Jokiniitty;55;55;1
Jokio;130;136;2
Jokioinen;52;52;1
Jokioja;49;49;1
Jokipakka;23;24;1
Jokipalo;73;74;1
Jokipaltio;23;23;1
Jokipelto;45;43;1
Jokiperä;72;66;1
Jokipii;276;273;2
Jokipolvi;43;38;1
Jokiranta;534;540;2
Jokirinne;57;53;1
Jokirinta;40;41;1
Jokisaari;91;91;1
Jokisalo;428;423;2
Jokisuo;0;21;0
Jokisuu;51;50;1
Jokitalo;722;707;2
Jokitie;41;40;1
Joki-Tokola;24;25;1
Jokitulppo;92;93;1
Jokivalli;31;31;1
Jokivalo;27;28;1
Jokivirta;100;101;2
Jokivuori;101;100;2
Jokkala;29;27;1
Jolanki;91;96;1
Jolkin;46;46;1
Jolkkonen;410;411;2
Jolma;106;107;2
Jolula;30;31;1
Jompero;34;37;1
Jomppanen;90;87;1
Jonasson;95;94;1
Jones;211;203;2
Jonkka;59;59;1
Jonninen;153;151;2
Jonsson;296;300;2
Joof;27;23;1
Joona;240;250;2
Joonala;0;20;0
Joosela;20;20;1
Jorasmaa;34;34;1
Jordan;180;177;2
Jordas;80;80;1
Jordman;57;57;1
Jormakka;377;384;2
Jormalainen;239;252;2
Jormanainen;714;731;2
Joro;108;112;2
Joronen;569;585;2
Jortama;39;38;1
Jortikka;386;404;2
Joru;32;33;1
Josefsson;204;201;2
Joseph;47;42;1
Joska;63;63;1
Joskitt;68;67;1
Jossandt;20;0;1
Jossfolk;22;21;1
Jouha;22;23;1
Jouhi;23;20;1
Jouhikainen;21;22;1
Jouhki;177;186;2
Jouhkimo;51;53;1
Jouhkimow;27;26;1
Jouhten;64;62;1
Jouhtimäki;25;26;1
Joukainen;218;219;2
Joukanen;88;89;1
Joukas;21;21;1
Joukosalmi;35;37;1
Jounela;28;28;1
Jounila;122;122;2
Jouppi;195;196;2
Jouppila;201;204;2
Jourio;31;31;1
Jousa;30;28;1
Jousala;42;45;1
Jousi;115;115;2
Jousimaa;20;20;1
Jousinen;20;0;1
Jousmaa;20;20;1
Jousmäki;207;207;2
Jouste;34;32;1
Jouti;20;0;1
Joutila;33;33;1
Joutjärvi;166;165;2
Joutsa;34;34;1
Joutsalainen;0;20;0
Joutsela;75;74;1
Joutsen;406;410;2
Joutsenjärvi;29;28;1
Joutsenkoski;20;0;1
Joutsenlahti;119;122;2
Joutseno;36;36;1
Joutsenvirta;72;69;1
Joutsenvuori;21;20;1
Joutsi;154;153;2
Joutsijoki;36;36;1
Joutsijärvi;27;27;1
Joutsimies;43;46;1
Joutsimäki;59;62;1
Joutsiniemi;87;87;1
Joutsio;20;22;1
Jouttela;21;21;1
Jouttijärvi;53;56;1
Jouttimäki;20;20;1
Jouttunpää;58;59;1
Joutulainen;30;30;1
Juden;21;26;1
Judén;144;142;2
Judin;172;166;2
Juga;22;23;1
Juha;28;29;1
Juhajoki;26;26;1
Juhala;422;423;2
Juhaninmäki;28;27;1
Juhannusvuori;59;59;1
Juhantalo;33;32;1
Juhela;78;79;1
Juho;48;49;1
Juhola;1107;1123;3
Juhonen;48;50;1
Juka;117;120;2
Jukakoski;32;32;1
Jukanen;40;42;1
Jukantupa;65;65;1
Jukarainen;435;437;2
Jukka;186;190;2
Jukkala;155;159;2
Jukkara;145;149;2
Jukko;24;26;1
Jukkola;248;248;2
Jukola;191;192;2
Jukonen;45;43;1
Jukuri;77;74;1
Julenius;20;0;1
Juliander;23;24;1
Julin;736;740;2
Julku;218;223;2
Julkunen;1164;1172;3
Jullenmaa;22;22;1
Julmala;79;79;1
Jumisko;326;327;2
Jumppainen;48;47;1
Jumppanen;430;440;2
Jumpponen;137;139;2
Junell;119;119;2
Junes;218;217;2
Jung;94;96;1
Jungar;55;53;1
Jungarå;21;22;1
Jungell;87;93;1
Jungerstam;42;42;1
Jungman;26;25;1
Jungner;32;33;1
Junikka;215;213;2
Junka;41;41;1
Junkala;90;92;1
Junkkala;34;34;1
Junkkari;356;363;2
Junkkarinen;189;192;2
Junkkila;70;72;1
Junkkonen;37;36;1
Junna;122;124;2
Junni;163;161;2
Junnikkala;233;237;2
Junnila;1148;1152;3
Junnilainen;186;189;2
Junninen;129;136;2
Junno;493;486;2
Junnola;270;269;2
Junnonaho;106;110;2
Junnonen;158;162;2
Junolainen;38;35;1
Juntheikki;32;32;1
Juntikka;94;95;1
Junttanen;69;71;1
Junttari;53;51;1
Juntti;204;203;2
Junttila;1770;1792;3
Juntto;155;155;2
Junttola;21;23;1
Junttonen;39;37;1
Juntumaa;34;33;1
Juntunen;5925;5973;3
Juntura;136;135;2
Juoksukangas;26;27;1
Juola;661;663;2
Juolahti;38;37;1
Juomoja;50;47;1
Juonala;26;29;1
Juonoja;25;26;1
Juoperi;112;114;2
Juopperi;734;734;2
Juotasniemi;186;186;2
Juote;68;70;1
Juottonen;103;109;2
Juppala;40;40;1
Juppi;169;170;2
Juppo;50;53;1
Jurkka;20;20;1
Jurkko;48;48;1
Jurkkola;37;39;1
Jurmu;431;431;2
Jurttila;35;37;1
Jurva;199;199;2
Jurvainen;62;62;1
Jurvakainen;255;253;2
Jurvala;30;31;1
Jurvanen;855;867;2
Jurvansuu;79;78;1
Jurvelin;391;394;2
Juselius;524;533;2
Jusi;40;41;1
Juslén;62;62;1
Juslenius;91;85;1
Juslin;477;487;2
Jussheikki;27;27;1
Jussi;66;66;1
Jussila;4288;4323;3
Jussilainen;133;133;2
Jussinmäki;88;86;1
Jussinniemi;142;146;2
Jussinoja;46;45;1
Jussi-Pekka;29;28;1
Jusslin;94;97;1
Justander;70;70;1
Justen;28;27;1
Jusufi;34;34;1
Juthman;22;24;1
Jutila;1092;1100;3
Juttula;80;81;1
Juudin;46;47;1
Juujärvi;422;419;2
Juuma;78;79;1
Juupaluoma;118;120;2
Juura;53;51;1
Juurakko;277;278;2
Juurela;67;68;1
Juures;20;20;1
Juuri;88;88;1
Juurijoki;24;24;1
Juurikivi;48;50;1
Juurikka;197;197;2
Juurikkala;82;83;1
Juurikko;20;0;1
Juurinen;265;266;2
Juuri-Oja;24;26;1
Juurmaa;30;31;1
Juuruskorpi;23;23;1
Juusela;438;443;2
Juuska;22;23;1
Juuso;290;295;2
Juusola;564;572;2
Juusonen;28;29;1
Juusti;187;185;2
Juustila;74;76;1
Juustovaara;84;84;1
Juuti;914;922;2
Juutila;101;101;2
Juutilainen;1315;1328;3
Juutinen;1006;1017;3
Juutistenaho;80;81;1
Juuvinmaa;21;21;1
Juva;252;260;2
Juvakka;232;235;2
Juvakoski;20;20;1
Juvala;35;35;1
Juvalainen;20;20;1
Juvanen;28;29;1
Juvani;222;217;2
Juvankoski;74;77;1
Juvela;97;97;1
Juven;49;50;1
Juvenius;39;38;1
Juvonen;3373;3401;3
Jykelä;31;32;1
Jykylä;23;24;1
Jylhä;1793;1795;3
Jylhänkangas;114;112;2
Jylhänkoski;21;21;1
Jylhänlehto;44;43;1
Jylhänniska;23;23;1
Jylhä-Ollila;155;156;2
Jylhäsalmi;31;32;1
Jylhäsalo;23;24;1
Jylkkä;292;296;2
Jylkäs;57;53;1
Jylli;118;117;2
Jyllikoski;21;21;1
Jyllilä;97;96;1
Jyly;24;22;1
Jylänki;192;193;2
Jyläskoski;40;40;1
Jylö;31;30;1
Jürgens;34;31;1
Jyrinki;261;258;2
Jyrkilä;61;63;1
Jyrkinen;326;341;2
Jyrkiäinen;102;98;2
Jyrkkiö;30;30;1
Jyrkkä;226;224;2
Jyrkkänen;80;81;1
Jyrkkärinne;39;37;1
Jyrkämä;22;22;1
Jyrkänne;37;37;1
Jyrkäs;80;82;1
Jyrkönen;58;58;1
Jyry;32;34;1
Jyrä;72;71;1
Jyräkoski;49;50;1
Jyrälä;127;131;2
Jyrämö;48;48;1
Jyränen;34;34;1
Jyränkö;20;0;1
Jyränoja;44;43;1
Jyräs;56;53;1
Jyräsalo;30;31;1
Jyske;27;26;1
Jytilä;44;44;1
Jyväkorpi;29;30;1
Jyvälä;23;23;1
Jyväs;20;0;1
Jyväsjärvi;75;77;1
Jåfs;177;174;2
Jäderholm;108;109;2
Jäger;49;46;1
Jägerroos;33;33;1
Jägerskiöld;27;27;1
Jähi;88;87;1
Jäkkö;91;93;1
Jäkälä;191;198;2
Jäkäläniemi;20;0;1
Jäkärä;62;62;1
Jälkö;92;91;1
Jämbäck;79;80;1
Jäminki;64;60;1
Jämiä;74;72;1
Jämsen;390;398;2
Jämsén;441;448;2
Jämsä;1284;1307;3
Jämsänen;24;23;1
Jänesniemi;28;28;1
Jänikselä;37;36;1
Jänis;145;146;2
Jänismäki;26;31;1
Jänisniemi;32;31;1
Jänisoja;67;67;1
Jänkä;77;77;1
Jänkälä;397;399;2
Jänkävaara;34;34;1
Jänne;31;32;1
Jännes;57;59;1
Jännetyinen;30;32;1
Jännäri;31;31;1
Jäntti;2515;2538;3
Jänönen;66;67;1
Jäppilä;55;58;1
Jäppinen;1384;1412;3
Jäpölä;26;24;1
Järf;53;53;1
Järkkälä;23;23;1
Järlström;40;39;1
Järn;93;92;1
Järnberg;55;53;1
Järnbäck;20;20;1
Järnefelt;133;131;2
Järnfors;82;85;1
Järnstedt;79;80;1
Järnström;193;190;2
Järri;31;31;1
Järv;31;30;1
Järvelin;426;422;2
Järvelä;2408;2447;3
Järveläinen;978;989;2
Järvenkallas;32;32;1
Järvenkylä;99;98;1
Järvenmäki;95;96;1
Järvenoja;68;66;1
Järvenperä;28;27;1
Järvenpää;3617;3646;3
Järvenranta;77;76;1
Järvenreuna;23;0;1
Järvensalo;21;24;1
Järvensivu;759;757;2
Järventaus;74;76;1
Järventausta;222;221;2
Järventie;32;32;1
Järvi;2139;2152;3
Järviaho;43;43;1
Järviharju;28;28;1
Järvikallio;33;32;1
Järvikangas;41;41;1
Järvikari;22;22;1
Järvikivi;28;27;1
Järvikuona;66;67;1
Järvikylä;54;55;1
Järvilahti;33;33;1
Järvi-Laturi;36;39;1
Järvilehto;198;202;2
Järviluoma;184;180;2
Järviluoto;39;39;1
Järvilä;50;51;1
Järvimaa;21;22;1
Järvimies;27;28;1
Järvimäki;234;239;2
Järvinen;15611;15883;4
Järviniemi;67;66;1
Järvirinne;21;21;1
Järvirova;46;45;1
Järvisalo;316;314;2
Järvistö;118;120;2
Järvitalo;145;144;2
Järviö;467;461;2
Järä;70;68;1
Jäsberg;72;73;1
Jäske;192;192;2
Jäsperi;32;30;1
Jätinvuori;28;28;1
Jäväjä;63;65;1
Jäykkä;29;30;1
Jääkallio;20;23;1
Jäälinoja;74;75;1
Jäämaa;49;51;1
Jäärni;96;97;1
Jääskelä;236;233;2
Jääskeläinen;5803;5889;3
Jääski;27;28;1
Jääskinen;21;21;1
Jääskä;163;163;2
Jääskö;341;346;2
Jäätteenmäki;30;30;1
Jönkkäri;80;76;1
Jönsas;31;31;1
Jönsson;97;96;1
Jörgensen;56;58;1
Jørgensen;38;37;1
K.C.;22;0;1
Kaaja;151;152;2
Kaajakari;24;26;1
Kaakinen;581;585;2
Kaakko;105;104;2
Kaakkola;29;29;1
Kaakkolahti;33;35;1
Kaakkolammi;80;79;1
Kaakkomäki;69;69;1
Kaakkunen;50;52;1
Kaakkuriniemi;61;61;1
Kaakkurivaara;107;108;2
Kaalikoski;59;57;1
Kaalinpää;24;24;1
Kaamanen;23;23;1
Kaan;59;58;1
Kaanaa;36;36;1
Kaanela;23;26;1
Kaapeli;35;37;1
Kaapola;40;41;1
Kaappa;31;31;1
Kaappola;136;138;2
Kaapro;98;101;1
Kaapu;76;74;1
Kaarakainen;279;282;2
Kaarakka;42;44;1
Kaaranen;23;24;1
Kaarela;332;333;2
Kaarenoja;49;49;1
Kaarento;30;31;1
Kaaresmaa;26;25;1
Kaaresvirta;28;29;1
Kaaretkoski;60;60;1
Kaari;139;139;2
Kaaria;29;27;1
Kaariaho;23;23;1
Kaarineva;20;20;1
Kaariniemi;32;30;1
Kaario;150;153;2
Kaariste;25;25;1
Kaarivaara;54;50;1
Kaarkoski;24;24;1
Kaarla;74;72;1
Kaarlampi;26;27;1
Kaarlas;22;22;1
Kaarlejärvi;137;134;2
Kaarlela;437;437;2
Kaarlenkaski;96;96;1
Kaarlonen;51;52;1
Kaarmila;31;32;1
Kaarna;238;241;2
Kaarnakoski;35;36;1
Kaarnalehto;29;30;1
Kaarne;55;54;1
Kaarni;28;29;1
Kaarniemi;32;34;1
Kaarninen;41;40;1
Kaaro;76;76;1
Kaaronen;28;25;1
Kaarre;390;390;2
Kaarretkoski;20;20;1
Kaarteenaho;36;37;1
Kaartinaho;20;0;1
Kaartinen;1682;1706;3
Kaarto;252;250;2
Kaartoaho;46;47;1
Kaartokallio;59;58;1
Kaartosalmi;22;22;1
Kaartovuori;0;20;0
Kaartti;74;71;1
Kaarttinen;31;30;1
Kaas;63;62;1
Kaasalainen;922;935;2
Kaasik;31;27;1
Kaasila;73;73;1
Kaasinen;1003;1014;3
Kaastinen;31;31;1
Kaataja;79;78;1
Kaatiala;25;26;1
Kaatonen;26;26;1
Kaatrakoski;25;25;1
Kaatranen;42;41;1
Kaatrasalo;95;96;1
Kaattari;257;258;2
Kaavi;21;20;1
Kabanen;32;32;1
Kabonen;21;0;1
Kackur;63;66;1
Kadenius;111;113;2
Kader;31;25;1
Kadir;37;36;1
Kae;0;20;0
Kaerla;20;20;1
Kahala;50;47;1
Kahanpää;35;35;1
Kahari;91;92;1
Kahela;23;23;1
Kahelin;435;447;2
Kahi;22;23;1
Kahie;51;50;1
Kahila;548;549;2
Kahilainen;145;150;2
Kahilakoski;54;54;1
Kahilaluoma;21;22;1
Kahilampi;36;36;1
Kahiluoto;53;53;1
Kahlos;116;119;2
Kahma;50;51;1
Kahra;146;142;2
Kahri;141;140;2
Kaidesoja;34;35;1
Kaihari;21;20;1
Kaiharju;25;24;1
Kaihevaara;20;0;1
Kaihlamäki;31;30;1
Kaihlanen;85;87;1
Kaihlaniemi;30;31;1
Kaihlavirta;25;25;1
Kaiho;21;20;1
Kaihola;81;84;1
Kaihoniemi;35;35;1
Kaihovaara;47;48;1
Kaihovirta;42;41;1
Kaihua;177;174;2
Kaija;353;357;2
Kaijala;135;137;2
Kaijalainen;140;145;2
Kaijanen;226;231;2
Kaijankoski;73;73;1
Kaijanmäki;33;35;1
Kaijanniemi;49;49;1
Kaijansaari;20;20;1
Kaijansinkko;185;185;2
Kaijanto;32;32;1
Kaijasilta;23;24;1
Kaijomaa;81;81;1
Kaijärvi;21;22;1
Kaikko;195;193;2
Kaikkonen;2533;2551;3
Kaiku;40;41;1
Kaikula;31;29;1
Kaikuranta;53;50;1
Kaila;528;532;2
Kailajärvi;56;57;1
Kailanto;41;40;1
Kailasto;29;31;1
Kailasuo;22;23;1
Kailio;101;100;2
Kaimio;36;35;1
Kainberg;26;25;1
Kainiemi;68;68;1
Kainlauri;111;114;2
Kainomaa;25;24;1
Kainu;238;242;2
Kainua;66;65;1
Kainulainen;3420;3482;3
Kaipainen;1247;1278;3
Kaipanen;85;84;1
Kaipia;171;172;2
Kaipiainen;387;396;2
Kaipila;50;51;1
Kaipio;315;320;2
Kaipomäki;55;53;1
Kaiponen;253;257;2
Kaira;84;83;1
Kairajärvi;26;27;1
Kairala;62;63;1
Kairamo;58;58;1
Kairavuo;34;34;1
Kairenius;69;75;1
Kairi;33;33;1
Kairikko;32;33;1
Kairimo;23;23;1
Kairinen;45;44;1
Kairisto;28;26;1
Kairo;23;23;1
Kairtamo;30;29;1
Kairus;39;37;1
Kaisalmi;24;20;1
Kaisamatti;75;73;1
Kaisanlahti;186;186;2
Kaiser;71;69;1
Kaisko;104;102;2
Kaisla;222;232;2
Kaislaniemi;35;36;1
Kaislaranta;23;23;1
Kaislasuo;39;40;1
Kaistamaa;0;20;0
Kaistamo;30;31;1
Kaisti;55;55;1
Kaistila;72;76;1
Kaistinen;157;161;2
Kaisto;364;362;2
Kaita;77;80;1
Kaitainen;131;135;2
Kaitajärvi;112;113;2
Kaitala;215;218;2
Kaitamäki;28;27;1
Kaitanen;104;105;2
Kaitaniemi;48;49;1
Kaitaranta;74;74;1
Kaitera;78;76;1
Kaitfors;24;26;1
Kaitila;248;252;2
Kaitokari;22;22;1
Kaitola;0;20;0
Kaitosaari;20;21;1
Kaitosalmi;29;29;1
Kaituri;40;38;1
Kaivanto;76;79;1
Kaivokallio;22;22;1
Kaivola;590;600;2
Kaivolahti;26;26;1
Kaivolainen;46;44;1
Kaivoluoto;21;22;1
Kaivonen;190;189;2
Kaivonurmi;64;62;1
Kaivo-oja;89;89;1
Kaivorinne;40;38;1
Kaivos;48;49;1
Kaivosaari;27;27;1
Kaivosoja;137;137;2
Kajaala;29;32;1
Kajaan;48;49;1
Kajaani;22;23;1
Kajakoski;28;28;1
Kajala;201;205;2
Kajalainen;28;27;1
Kajamaa;24;21;1
Kajan;257;254;2
Kaján;27;29;1
Kajander;931;944;2
Kajanen;23;23;1
Kajanki;29;29;1
Kajanne;109;106;2
Kajanoja;25;25;1
Kajanto;58;59;1
Kajantola;29;29;1
Kajanus;145;150;2
Kajas;54;53;1
Kajaste;101;103;2
Kajastie;22;22;1
Kajasto;23;23;1
Kajasviita;33;32;1
Kajatsalo;22;23;1
Kajaus;70;71;1
Kajava;456;441;2
Kajavalta;22;21;1
Kajo;54;51;1
Kajosaari;43;43;1
Kajosmäki;38;38;1
Kajova;34;35;1
Kajula;128;125;2
Kajuutti;63;61;1
Kaketti;40;40;1
Kakkinen;146;156;2
Kakko;1351;1341;3
Kakkola;61;62;1
Kakkonen;568;576;2
Kakkori;40;39;1
Kakkuri;220;225;2
Kakriainen;138;141;2
Kaksonen;472;469;2
Kala;31;31;1
Kalaja;96;98;1
Kalajainen;69;70;1
Kalajanniska;39;38;1
Kalajo;23;23;1
Kalajoki;55;57;1
Kalakoski;28;29;1
Kalalahti;30;30;1
Kalander;96;100;1
Kalanen;52;53;1
Kalaniemi;40;42;1
Kalanti;33;40;1
Kalaoja;116;119;2
Kalapudas;80;77;1
Kalasniemi;72;72;1
Kalatie;48;47;1
Kalavainen;100;106;2
Kalberg;30;32;1
Kalela;46;46;1
Kalén;21;21;1
Kalenius;425;431;2
Kalermo;29;28;1
Kalervo;78;78;1
Kaleton;35;36;1
Kaleva;536;537;2
Kalevo;81;82;1
Kalho;59;58;1
Kalijärvi;103;107;2
Kalilainen;91;93;1
Kalima;58;58;1
Kalin;120;119;2
Kalinainen;94;94;1
Kalinen;74;72;1
Kalinko;28;28;1
Kaliste;34;34;1
Kaljonen;20;20;1
Kaljunen;243;250;2
Kalkan;21;20;1
Kalkas;26;25;1
Kalke;71;73;1
Kalkela;39;39;1
Kalkkila;26;25;1
Kalkkinen;48;47;1
Kalkku;26;27;1
Kalla;80;78;1
Kallaanvaara;26;30;1
Kalland;26;22;1
Kallankari;63;59;1
Kallantie;21;21;1
Kallanto;20;20;1
Kallas;84;84;1
Kallasmaa;30;28;1
Kallatsa;125;125;2
Kallava;20;20;1
Kallberg;103;97;2
Kallela;204;206;2
Kallenautio;29;31;1
Kalli;155;159;2
Kalliainen;84;82;1
Kalliala;128;123;2
Kallijärvi;77;81;1
Kallila;20;23;1
Kallin;20;20;1
Kallinen;972;993;2
Kallinki;57;57;1
Kallinkoski;26;27;1
Kallio;9873;9914;3
Kallioaho;35;37;1
Kallioinen;827;833;2
Kalliojärvi;167;173;2
Kalliokangas;24;24;1
Kallio-Kokko;50;50;1
Kalliokorpi;67;68;1
Kalliokoski;2126;2089;3
Kallio-Kujala;56;56;1
Kalliokulju;59;60;1
Kalliokuusi;66;64;1
Kallio-Könnö;30;31;1
Kalliola;502;503;2
Kalliolahti;53;56;1
Kalliolepo;34;36;1
Kalliolevo;46;47;1
Kalliolinna;22;22;1
Kalliomaa;254;258;2
Kallio-Mannila;29;30;1
Kalliomäki;1572;1596;3
Kallionalusta;35;37;1
Kallioniemi;923;930;2
Kallionkieli;46;49;1
Kallionpää;440;458;2
Kallionsivu;63;62;1
Kalliopohja;27;28;1
Kalliopuska;50;48;1
Kallioranta;111;104;2
Kalliorinne;58;58;1
Kalliosaari;254;254;2
Kalliosalmi;37;37;1
Kalliosalo;111;110;2
Kalliovaara;60;60;1
Kalliovalkama;28;27;1
Kallioväli;24;24;1
Kallis;31;30;1
Kalliskota;0;21;0
Kallislahti;22;0;1
Kallo;152;156;2
Kallojärvi;59;57;1
Kallonen;482;495;2
Kallström;69;68;1
Kallunki;774;783;2
Kalm;77;75;1
Kalmakoski;20;0;1
Kalmanlehto;26;25;1
Kalmari;277;283;2
Kalmi;142;145;2
Kalmu;31;30;1
Kalo;25;24;1
Kaloinen;49;51;1
Kalola;24;25;1
Kalpa;31;31;1
Kalpala;25;25;1
Kalpio;309;316;2
Kalsi;95;97;1
Kalska;21;21;1
Kalske;141;137;2
Kalso;66;68;1
Kalsola;28;26;1
Kalsta;42;40;1
Kaltakari;51;51;1
Kalteinen;24;25;1
Kalteva;46;44;1
Kaltiainen;228;230;2
Kaltiaisenaho;34;35;1
Kaltiala;34;32;1
Kaltio;112;116;2
Kaltiokumpu;41;42;1
Kaltiola;32;31;1
Kaltti;53;51;1
Kaltto;61;59;1
Kalttonen;49;49;1
Kalvas;23;23;1
Kamaja;45;46;1
Kamal;41;33;1
Kamara;29;27;1
Kamau;29;26;1
Kamb;26;29;1
Kamberi;21;21;1
Kamil;26;23;1
Kamila;155;152;2
Kaminen;96;93;1
Kammonen;434;440;2
Kamotskin;32;33;1
Kampman;199;202;2
Kamppari;59;61;1
Kamppi;151;152;2
Kamppikoski;38;37;1
Kamppila;121;121;2
Kamppinen;232;237;2
Kamppuri;146;149;2
Kamsula;95;96;1
Kamula;530;519;2
Kamunen;357;370;2
Kamutta;35;36;1
Kanala;96;99;1
Kanamäki;35;34;1
Kananen;1579;1596;3
Kananoja;135;134;2
Kanasuo;38;37;1
Kanckos;60;59;1
Kandel;29;21;1
Kandelberg;32;31;1
Kandelin;99;101;1
Kandell;71;70;1
Kandén;25;25;1
Kandolin;86;85;1
Kanerva;2870;2903;3
Kanervala;63;62;1
Kanervamäki;34;35;1
Kanervavuori;0;20;0
Kanervio;26;26;1
Kanervisto;123;130;2
Kanervo;560;574;2
Kangas;5825;5876;3
Kangasaho;209;210;2
Kangasalusta;26;24;1
Kangashaka;26;26;1
Kangasharju;171;171;2
Kangas-Hynnilä;28;29;1
Kangasjärvelä;29;33;1
Kangasjärvi;99;105;1
Kangaskokko;49;48;1
Kangaskolkka;107;110;2
Kangas-Korhonen;26;26;1
Kangaskorte;81;80;1
Kangaskortet;26;24;1
Kangaskoski;102;100;2
Kangas-Kärki;0;22;0
Kangaslahti;26;26;1
Kangaslampi;47;47;1
Kangasluoma;356;358;2
Kangasmaa;192;189;2
Kangasmetsä;39;39;1
Kangasmuukko;26;25;1
Kangasmäki;393;397;2
Kangasniemi;1487;1481;3
Kangasoja;101;100;2
Kangasperko;106;111;2
Kangaspunta;101;99;2
Kangaspusu;34;34;1
Kangasrääsiö;0;20;0
Kangassalo;189;191;2
Kangastalo;70;71;1
Kangastie;167;165;2
Kangastupa;78;79;1
Kangasvieri;231;227;2
Kangosjärvi;131;126;2
Kaniin;21;0;1
Kankaala;278;279;2
Kankaanmäki;37;36;1
Kankaanniemi;45;46;1
Kankaanperä;55;54;1
Kankaanpää;2686;2716;3
Kankaanranta;300;305;2
Kankaanrinta;23;24;1
Kankaansivu;73;75;1
Kankaansyrjä;83;80;1
Kankainen;766;782;2
Kankaisto;51;50;1
Kankala;65;64;1
Kankanen;23;23;1
Kankare;864;868;2
Kankaristo;68;67;1
Kankaro;24;24;1
Kankeri;23;23;1
Kankfelt;22;24;1
Kankilampi;31;31;1
Kankimäki;39;39;1
Kankkio;28;28;1
Kankkonen;312;311;2
Kankkunen;1302;1324;3
Kanko;73;72;1
Kankuri;34;36;1
Kannala;66;65;1
Kannari;23;22;1
Kannas;99;103;1
Kannasmaa;26;28;1
Kannasoja;49;50;1
Kannasto;50;52;1
Kannel;45;46;1
Kannela;36;36;1
Kannelniemi;30;31;1
Kanniainen;879;882;2
Kanniala;75;76;1
Kanninen;628;630;2
Kannisto;1163;1161;3
Kannonlahti;46;45;1
Kannonmaa;46;46;1
Kannosto;154;154;2
Kannus;54;58;1
Kannusmäki;68;70;1
Kannussaari;21;22;1
Kanon;28;28;1
Kansa;45;46;1
Kansala;51;49;1
Kansanaho;162;161;2
Kansanen;185;190;2
Kansanniva;79;82;1
Kansanoja;96;96;1
Kansikas;153;150;2
Kansonen;90;89;1
Kanste;22;22;1
Kant;63;58;1
Kantala;99;99;1
Kantalainen;39;39;1
Kantanen;731;748;2
Kantee;47;48;1
Kantele;110;105;2
Kantelinen;220;218;2
Kantell;52;53;1
Kantelus;43;46;1
Kanth;73;69;1
Kantinkoski;51;48;1
Kanto;570;573;2
Kantojärvi;141;145;2
Kantokari;23;23;1
Kantokorpi;30;32;1
Kantokoski;50;51;1
Kantola;3057;3088;3
Kantolainen;20;20;1
Kantoluoto;222;217;2
Kantomaa;111;113;2
Kantomäki;26;28;1
Kantonen;790;789;2
Kantoniemi;169;170;2
Kantosalo;32;32;1
Kants;41;43;1
Kantti;69;71;1
Kanula;40;41;1
Kapanen;998;1020;2
Kapela;27;29;1
Kaperi;58;57;1
Kapiainen;185;189;2
Kaplan;29;26;1
Kaplas;238;236;2
Kaplin;27;25;1
Kaponen;50;52;1
Kapp;24;24;1
Kapraali;41;42;1
Kaprali;22;21;1
Kaprio;37;37;1
Kaptens;24;24;1
Kapuinen;20;0;1
Kapulainen;129;131;2
Kapustamäki;27;27;1
Kara;269;261;2
Karabulut;22;22;1
Karaiste;26;27;1
Karakas;27;26;1
Karakaya;27;22;1
Karakorpi;29;30;1
Karaksela;22;22;1
Karakus;20;0;1
Karala;31;30;1
Karalahti;21;20;1
Karamäki;20;20;1
Karanen;61;59;1
Karanka;31;33;1
Karanko;72;73;1
Karanta;55;55;1
Karapalo;51;51;1
Karapuu;22;23;1
Karas;33;32;1
Karasjärvi;20;20;1
Karasti;152;149;2
Karaus;45;44;1
Karavirta;29;29;1
Karbin;57;57;1
Kare;107;108;2
Kareem;26;0;1
