Etunimi;Lkm 2023;Lkm 2021;Yleisyysluokka
Mimmu;62;61;1
Mimosa;2526;2308;3
Mimoza;33;32;1
Min;24;23;1
Mina;232;203;2
Minca;14;14;1
Minda;103;98;2
Mindi;88;82;1
Mindy;57;52;1
Mine;16;15;1
Minea;4836;4431;3
Minéa;71;67;1
Minel;7;6;0
Minela;11;11;1
Minella;123;105;2
Minelle;14;13;1
Minerva;849;804;2
Minessa;120;100;2
Minetta;20;19;1
Minette;81;80;1
Ming;24;23;1
Minh;133;106;2
Mini;12;11;1
Minire;8;7;0
Minja;2086;1987;3
Minja-Maria;10;10;1
Minka;1000;909;3
Minka-Maaria;9;9;0
Minka-Maria;9;8;0
Minna;29532;29602;4
Minna-Anneli;5;5;0
Minna-Elina;14;14;1
Minna-Helena;10;10;1
Minna-Johanna;13;13;1
Minna-Kaarina;18;17;1
Minnakaisa;9;9;0
Minna-Kaisa;78;78;1
Minna-Katriina;7;8;0
Minna-Kristiina;26;26;1
Minnaleena;11;11;1
Minna-Leena;85;87;1
Minnaliisa;36;36;1
Minna-Liisa;355;360;2
Minna-Lotta;6;6;0
Minna-Maaret;7;7;0
Minna-Maaria;62;62;1
Minna-Maarit;89;89;1
Minnamaija;11;11;1
Minna-Maija;57;56;1
Minnamari;89;90;1
Minna-Mari;201;203;2
Minnamaria;27;26;1
Minna-Maria;246;246;2
Minna-Marika;25;26;1
Minna-Marja;21;21;1
Minna-Marjaana;14;14;1
Minna-Marjut;8;8;0
Minnami;15;15;1
Minnantytär;8;8;0
Minnariikka;8;8;0
Minna-Riikka;43;43;1
Minna-Riina;7;7;0
Minnariitta;6;6;0
Minna-Riitta;85;86;1
Minna-Sisko;18;18;1
Minna-Sofia;7;7;0
Minna-Susanna;14;14;1
Minne;45;42;1
Minnea;323;299;2
Minnéa;12;11;1
Minni;865;820;2
Minnie;47;42;1
Minniina;7;7;0
Minni-Maaria;5;5;0
Minni-Maria;14;11;1
Minonna;5;5;0
Minoo;5;0;0
Minou;16;12;1
Minta;40;38;1
Mintra;5;0;0
Mintti;5;5;0
Minttu;4995;4846;3
Minttu-Emilia;5;5;0
Minttu-Liisa;6;5;0
Minttumaari;7;7;0
Minttu-Maari;9;8;0
Minttumaaria;18;17;1
Minttu-Maaria;91;91;1
Minttu-Maija;5;5;0
Minttu-Mari;18;17;1
Minttumaria;13;10;1
Minttu-Maria;86;89;1
Minttu-Sofia;6;6;0
Mintunkukka;6;6;0
Minya;13;12;1
Mio;30;27;1
Miona;154;118;2
Mira;7746;7720;3
Mira-Annika;5;5;0
Mirabel;16;11;1
Mirabella;57;54;1
Mira-Bella;7;6;0
Mirabelle;14;12;1
Miracle;17;13;1
Miradije;5;5;0
Miraella;6;6;0
Mirah;8;8;0
Miral;20;10;1
Miralda;10;10;1
Mira-Liisa;6;6;0
Mira-Maaria;5;5;0
Mira-Maria;42;42;1
Mirana;16;16;1
Miranda;1114;1103;3
Miranja;6;6;0
Miranna;90;91;1
Mira-Sofia;6;6;0
Mira-Tuulia;6;6;0
Miray;21;19;1
Mirca;15;15;1
Mire;9;9;0
Mirei;6;6;0
Mireia;12;12;1
Mireille;38;36;1
Mireka;15;15;1
Mirel;11;11;1
Mirela;37;36;1
Mirell;12;10;1
Mirella;1796;1754;3
Mirelle;110;108;2
Mirena;14;14;1
Mirenna;5;5;0
Miret;7;7;0
Mireta;6;6;0
Miretta;31;32;1
Mirette;153;153;2
Mireya;8;8;0
Mirha;10;9;1
Miri;13;13;1
Miria;18;17;1
Miriam;1014;964;3
Miriami;5;5;0
Mirian;7;7;0
Miriel;11;10;1
Mirigli;34;34;1
Miriikka;9;9;0
Mirika;11;11;1
Mirikli;122;120;2
Mirina;14;14;1
Mirinda;6;5;0
Mirita;10;10;1
Miritza;12;12;1
Mirja;14519;15118;4
Mirjaana;25;25;1
Mirja-Helena;7;7;0
Mirja-Kaarina;12;12;1
Mirjaleena;5;5;0
Mirja-Leena;107;111;2
Mirjaliisa;14;15;1
Mirja-Liisa;362;372;2
Mirjam;9230;9842;3
Mirja-Maija;16;18;1
Mirjami;15752;16161;4
Mirjana;19;19;1
Mirjanna;5;0;0
Mirja-Riitta;38;38;1
Mirja-Sisko;7;7;0
Mirja-Terttu;5;5;0
Mirje;6;6;0
Mirjeta;8;7;0
Mirka;2474;2476;3
Mirka-Leena;9;9;0
Mirka-Maaria;6;6;0
Mirka-Maarit;5;5;0
Mirka-Maria;15;15;1
Mirke;11;11;1
Mirkka;726;731;2
Mirkka-Liisa;5;6;0
Mirkka-Maaria;5;6;0
Mirkku;82;82;1
Mirlinda;11;10;1
Mirmeli;5;5;0
Mirna;22;20;1
Miro;23;18;1
Miroslava;28;25;1
Mirra;7;7;0
Mirsada;7;7;0
Mirta;11;11;1
Mirtta;7;7;0
Mirva;3185;3201;3
Mirva-Leena;8;8;0
Mirva-Liisa;21;21;1
Mirva-Riitta;6;6;0
Mirve;18;18;1
Mirvete;6;6;0
Miryam;26;22;1
Mirza;7;6;0
Misa;68;60;1
Mischa;6;6;0
Misella;17;17;1
Miselle;10;10;1
Misha;9;6;0
Mishel;5;5;0
Miska;81;65;1
Miski;20;18;1
Misla;9;8;0
Missu;5;5;0
Mita;7;7;0
Mitja;24;20;1
Mitra;96;92;1
Mitte;5;0;0
Mitzi;7;7;0
Miu;9;9;0
Miya;18;16;1
Miyuki;5;5;0
Mizgin;5;5;0
Mo;17;16;1
Moa;449;429;2
Moalim;7;7;0
Moana;21;15;1
Mobina;8;6;0
Modupe;7;7;0
Moe;20;19;1
Mohamad;38;25;1
Mohamed;1095;1007;3
Mohammad;60;56;1
Mohammed;251;194;2
Mohamoud;16;16;1
Mohamud;175;168;2
Mohamuud;12;12;1
Mohanad;5;0;0
Mohannad;5;5;0
Mohd;7;8;0
Mohsen;9;9;0
Mohsin;11;8;1
Mohyidin;5;5;0
Moira;34;29;1
Mojgan;11;11;1
Molla;38;37;1
Molli;10;9;1
Mollie;18;16;1
Molly;297;260;2
Momo;8;7;0
Mon;6;6;0
Mona;2487;2445;3
Mona-Carita;7;7;0
Mona-Liisa;10;10;1
Monalisa;12;12;1
Mona-Lisa;85;85;1
Mona-Maria;24;24;1
Mona-Riikka;5;5;0
Mona-Sofia;5;5;0
Mong;8;8;0
Monia;20;19;1
Monica;2933;2949;3
Monicah;5;0;0
Monika;1922;1915;3
Mónika;10;9;1
Monique;48;47;1
Monir;5;5;0
Monira;7;6;0
Monireh;5;0;0
Monita;8;8;0
Monja;12;13;1
Monna;120;120;2
Montaha;6;6;0
Montserrat;9;9;0
Moo;8;9;0
Mooa;6;6;0
Moon;11;8;1
Moona;1972;1899;3
Moona-Kaisa;5;5;0
Moona-Liisa;5;5;0
Moona-Maria;11;11;1
Mooni;6;6;0
Moonica;8;8;0
Moonika;148;146;2
Mopelola;5;5;0
Morag;6;6;0
Morena;6;5;0
Morgan;25;20;1
Morgana;9;9;0
Morgane;5;5;0
Moriah;6;6;0
Morsal;11;10;1
Most.;5;5;0
Mostafa;10;6;1
Motunrayo;5;0;0
Mouna;6;6;0
Mounia;5;5;0
Mousa;7;6;0
Mozhgan;6;6;0
Mst;7;5;0
Mst.;7;5;0
Mu;11;9;1
Muayad;10;7;1
Mubarak;7;7;0
Mugure;6;5;0
Muhamed;18;18;1
Muhammad;15;11;1
Muhammed;11;11;1
Muhiadin;15;15;1
Muhidin;8;8;0
Muhubo;5;5;0
Muhudiin;5;5;0
Muhudin;7;6;0
Muhumed;20;19;1
Mui;13;12;1
Muisto;68;78;1
Mukhtar;17;16;1
Muktar;13;12;1
Mulki;23;21;1
Mumbi;10;10;1
Mumin;19;18;1
Mumtaaz;7;7;0
Mumtaz;18;16;1
Muna;35;34;1
Muniira;31;27;1
Munira;35;33;1
Munisa;5;5;0
Muno;12;10;1
Muntaas;5;0;0
Muntaha;17;13;1
Muntaz;5;0;0
Muoi;5;6;0
Murad;5;5;0
Muriel;15;16;1
Mursal;15;14;1
Muru;54;49;1
Musa;14;11;1
Musamad;5;5;0
Muse;22;19;1
Mushtak;10;10;1
Mushtaq;8;7;0
Muska;29;26;1
Muslim;8;8;0
Musse;30;27;1
Mustaf;18;13;1
Mustafa;64;49;1
Mustafe;5;0;0
Mustikka;37;32;1
Muthoni;26;23;1
Muusa;73;71;1
Muuse;13;12;1
Muwada;7;6;0
My;651;581;2
Mya;22;20;1
Mymmeli;6;5;0
Münevver;5;5;0
Myra;24;23;1
Myriam;28;28;1
Myrna;21;22;1
Myrsky;79;54;1
Myrtel;9;9;0
Myrtle;6;8;0
Myrtti;8;8;0
Myry;6;5;0
Mysi;23;23;1
Myy;328;293;2
Månsdotter;6;6;0
Mårtensdotter;10;10;1
Märit;10;11;1
Märta;456;498;2
Märtha;166;176;2
Märtta;5;6;0
Na;10;8;1
Naa;12;10;1
Naajeh;0;5;0
Naana;29;25;1
Naava;21;15;1
Nabeela;5;5;0
Nabiha;6;6;0
Nabil;14;13;1
Nabila;30;28;1
Naciima;5;0;0
Nada;111;104;2
Nadejda;108;105;2
Nader;5;0;0
Nadeschda;21;21;1
Nadeshda;7;7;0
Nadezda;239;228;2
Nadezhda;97;79;1
Nadia;355;334;2
Nadifo;5;0;0
Nadiia;5;5;0
Nadiira;5;0;0
Nadin;16;16;1
Nadina;14;14;1
Nadine;144;138;2
Nadira;18;17;1
Nadire;7;7;0
Nadiya;18;17;1
Nadja;953;937;2
Nadou;5;5;0
Nadra;13;13;1
Nadya;24;22;1
Nael;5;6;0
Naema;22;20;1
Naemi;39;37;1
Nafisa;26;23;1
Nafiso;15;10;1
Nagham;9;8;0
Nahal;5;5;0
Nahar;5;5;0
Naheed;6;6;0
Nahid;29;28;1
Nahida;13;10;1
Nahla;11;10;1
Naia;5;0;0
Naiima;6;6;0
Naiimo;6;6;0
Naila;17;13;1
Naile;10;10;1
Nailia;6;0;0
Naima;86;79;1
Naime;7;7;0
Naimi;42;52;1
Naimo;28;24;1
Naira;5;5;0
Naja;8;9;0
Najah;18;14;1
Najat;13;11;1
Najem;5;5;0
Naji;8;5;0
Najia;6;0;0
Najiba;7;6;0
Najibeh;5;0;0
Najim;5;5;0
Najla;11;8;1
Najlaa;6;5;0
Najma;64;61;1
Najmo;39;34;1
Najwa;11;10;1
Nala;26;18;1
Nalin;5;5;0
Nam;11;10;1
Namfon;7;6;0
Nami;8;7;0
Namir;7;7;0
Namthip;6;6;0
Nan;38;39;1
Nana;468;457;2
Nanami;10;10;1
Nancy;256;263;2
Nanda;10;10;1
Nandi;6;6;0
Nandini;5;5;0
Nanet;5;5;0
Nanetta;6;5;0
Nanette;127;126;2
Nangula;5;5;0
Nani;26;25;1
Nanika;7;7;0
Nanja;26;23;1
Nanna;1101;1067;3
Nanna-Johanna;6;6;0
Nanna-Mari;7;7;0
Nanna-Maria;8;8;0
Nanna-Sofia;5;5;0
Nanne;100;99;2
Nanni;176;189;2
Nannu;6;7;0
Nanny;95;100;1
Nanu;8;8;0
Nao;6;5;0
Naomi;483;420;2
Naomie;11;7;1
Nara;8;5;0
Narges;33;30;1
Nargis;13;13;1
Nariman;5;0;0
Narin;27;25;1
Narine;5;0;0
Narjes;7;0;0
Narmin;9;7;0
Naseer;9;8;0
Naser;5;5;0
Nashaad;8;8;0
Nashmil;6;6;0
Nasib;5;5;0
Nasim;12;10;1
Nasir;8;6;0
Nasra;47;47;1
Nasriin;10;9;1
Nasrin;45;42;1
Nasro;41;40;1
Nasser;5;5;0
Nassir;6;6;0
Nastaran;9;8;0
Nastasia;8;9;0
Nastasja;7;6;0
Nastassia;5;5;0
Nasteeho;17;14;1
Nasteho;27;27;1
Nasti;43;43;1
Nastja;7;7;0
Nata;27;25;1
Natacha;34;35;1
Natali;99;96;1
Natalia;3063;2913;3
Natalie;1055;1038;3
Nataliia;61;44;1
Nataliina;12;12;1
Natalija;38;35;1
Natalina;11;11;1
Nataliya;47;44;1
Natalja;145;139;2
Natallia;18;14;1
Nataly;15;15;1
Natalya;28;25;1
Natasa;33;32;1
Natascha;44;44;1
Natasha;318;310;2
Natashia;5;5;0
Natashja;5;5;0
Natasia;34;34;1
Natasja;19;21;1
Nathali;13;13;1
Nathalia;62;63;1
Nathalie;764;741;2
Nathalié;5;5;0
Natja;37;37;1
Natnicha;7;0;0
Natta;19;19;1
Nava;8;7;0
Naw;6;0;0
Nawaal;22;22;1
Nawal;44;39;1
Nawar;7;6;0
Nay;6;6;0
Naya;17;10;1
Nayeli;5;0;0
Nayla;12;9;1
Nayomi;5;0;0
Naz;31;26;1
Nazanin;29;26;1
Nazar;5;0;0
Nazdar;6;5;0
Nazia;12;11;1
Nazife;6;6;0
Nazila;5;0;0
Nazime;6;6;0
Nazli;14;13;1
Nazmije;5;5;0
Ndey;9;9;0
Ndeye;5;5;0
Ndidi;7;6;0
Nduta;5;0;0
Nea;7529;7443;3
Néa;25;26;1
Nea-Emilia;17;17;1
Neah;21;21;1
Nea-Julia;7;7;0
Nea-Lotta;7;7;0
Nea-Mari;13;13;1
Nea-Maria;74;75;1
Nea-Noora;20;20;1
Nea-Nora;6;6;0
Nea-Reetta;5;5;0
Nea-Sofia;30;29;1
Neda;47;41;1
Nedal;5;0;0
Neea;3595;3507;3
Neea-Emilia;8;8;0
Neea-Maria;16;16;1
Neea-Sofia;9;9;0
Neela;1421;1236;3
Neele;20;19;1
Neeli;7;7;0
Neelia;234;204;2
Neema;23;23;1
Neemi;9;9;0
Neena;39;35;1
Neera;34;32;1
Neeta;21;18;1
Neetta;12;12;1
Nefeli;14;14;1
Nefer;7;6;0
Nefertiti;10;10;1
Negar;11;10;1
Negin;23;21;1
Neha;11;11;1
Nehal;6;0;0
Nehir;14;13;1
Neida;5;5;0
Neija;23;23;1
Neila;32;25;1
Neili;21;14;1
Neilikka;59;54;1
Neira;5;5;0
Nejla;15;12;1
Nektaria;5;5;0
Nela;19;16;1
Nelda;6;5;0
Nele;30;28;1
Nelea;6;6;0
Neli;12;12;1
Nelia;74;69;1
Nell;10;9;1
Nella;4117;3894;3
Nella-Mari;5;5;0
Nella-Maria;18;18;1
Nella-Noora;12;12;1
Nella-Riina;5;5;0
Nella-Sofia;13;13;1
Nelle;88;83;1
Nelli;4609;4418;3
Nellia;5;5;0
Nellie;203;185;2
Nelli-Emilia;8;8;0
Nelliina;19;18;1
Nelli-Maaria;7;7;0
Nelli-Mari;6;6;0
Nelli-Maria;22;22;1
Nellinoora;22;22;1
Nelli-Noora;50;50;1
Nelli-Sofia;10;10;1
Nelly;896;894;2
Nelma;174;148;2
Nelmi;17;18;1
Nelmiina;6;5;0
Nemi;92;85;1
Nemo;8;7;0
Nena;15;15;1
Nene;13;13;1
Neneh;11;11;1
Nenita;5;5;0
Nenja;10;10;1
Nenna;395;392;2
Nenne;38;38;1
Nenni;9;9;0
Neo;32;14;1
Neomi;7;7;0
Neonilla;41;39;1
Nera;6;6;0
Nerea;24;21;1
Nergis;9;9;0
Neri;18;18;1
Neria;6;6;0
Nerina;10;10;1
Nerissa;21;21;1
Nermin;22;21;1
Nermina;11;10;1
Nesa;7;7;0
Neslihan;11;11;1
Nesrin;24;23;1
Nesrine;8;8;0
Nessa;110;103;2
Nessi;11;11;1
Neta;26;24;1
Netta;2664;2609;3
Netta-Maaria;5;5;0
Netta-Maria;14;14;1
Nette;324;304;2
Nettie;5;5;0
